
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787714456938 ;SP ;RIBEIRAO PRETO ;CHACARAS PEDRO CORREA DE CARVALHO ;ESTRADA VICENTE CANUTO, N. 280, Apto 03, TORRE 06 BL D ;111.816,50;185.000,00;39.56;Não;Apartamento, 88.44 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714456938
 8787715060590 ;SP ;RIBEIRAO PRETO ;CHACARAS PEDRO CORREA DE CARVALHO ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 6130, Apto 102, TORRE 02 ;137.201,86;227.000,00;39.56;Não;Apartamento, 138.40 de área total, 56.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715060590
 8787713684805 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 605, Apto 302, BL 14 ;111.816,50;185.000,00;39.56;Não;Apartamento, 79.93 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713684805
 8787713873896 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 605, Apto 301, BL 01 VG 142 ;124.571,02;206.102,31;39.56;Não;Apartamento, 79.93 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713873896
 8787714065530 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;R PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 605, Apto 303, BL17 ;114.838,57;190.000,00;39.56;Não;Apartamento, 93.64 de área total, 40.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714065530
 8787714793322 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 605, Apto 203, BL 09 VG 75 ;124.571,02;206.102,31;39.56;Não;Apartamento, 79.93 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714793322
 8787715186195 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 925, Apto 403, BL 10 ;111.212,08;184.000,00;39.56;Não;Apartamento, 64.24 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715186195
 8444435028635 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL JEQUITIBA ;AVENIDA PROFESSORA EDUL RANGEL RABELLO, N. 1300, Apto 406, BL 5 ;117.860,63;195.000,00;39.56;Não;Apartamento, 120.12 de área total, 48.69 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435028635
 8555535887011 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL JEQUITIBA ;AVENIDA PROFESSORA EDUL RANGEL RABELLO, N. 405, Apto 402, BL 25 ;116.651,81;193.000,00;39.56;Não;Apartamento, 88.54 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535887011
 8555525536933 ;SP ;RIBEIRAO PRETO ;JARDIM JAVARI ;RUA ITAJUBA, N. 1161, Apto 21, BL B TORRE 03 ;125.969,55;208.416,18;39.56;Não;Apartamento, 89.41 de área total, 42.96 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525536933
 8787715060078 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 400, Apto 110, BL 10 ;129.948,90;215.000,00;39.56;Não;Apartamento, 102.91 de área total, 54.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715060078
 8787715310961 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 250, Apto 208, BL 10 ;114.234,15;189.000,00;39.56;Não;Apartamento, 93.82 de área total, 43.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715310961
 8787717346670 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 400, Apto 310, BL 05 ;120.882,70;200.000,00;39.56;Não;Apartamento, 91.21 de área total, 43.16 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717346670
 8787717889355 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 400, Apto 303, BL 03 ;120.882,70;200.000,00;39.56;Não;Apartamento, 91.21 de área total, 43.16 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717889355
 8787718208750 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 400, Apto 102, BLOCO 3 ;113.629,74;188.000,00;39.56;Não;Apartamento, 102.91 de área total, 54.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718208750
 8787702993895 ;SP ;RIBEIRAO PRETO ;RESERVA REAL ;RUA JOAO E GUIOMAR SOEIRA, N. 155, Apto 402, BL 37 VG 389 ;122.331,97;202.397,81;39.56;Não;Apartamento, 80.32 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702993895
 8787706148561 ;SP ;RIBEIRAO PRETO ;RESERVA REAL ;RUA JOAO E GUIOMAR SOEIRA, N. 155, Apto 401, BLOCO 35 ;111.212,08;184.000,00;39.56;Não;Apartamento, 80.32 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706148561
 8787708475080 ;SP ;RIBEIRAO PRETO ;RESERVA REAL ;RUA JOAO E GUIOMAR SOEIRA, N. 155, Apto 103, BL 2 VG 19 ;112.420,91;186.000,00;39.56;Não;Apartamento, 106.83 de área total, 48.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708475080
 8787708528000 ;SP ;RIBEIRAO PRETO ;RESERVA REAL ;RUA JOAO E GUIOMAR SOEIRA, N. 155, Apto 102, BL 01 VG 02 ;114.838,57;190.000,00;39.56;Não;Apartamento, 93.08 de área total, 48.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708528000
 8787714776541 ;SP ;RIBEIRAO PRETO ;SANTA IRIA ;RUA AROLDO DE FREITAS, N. 305, ;142.037,17;235.000,00;39.56;Não;Casa, 44.16 de área total, 44.16 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714776541
 1444420855869 ;SP ;RIBEIRAO PRETO ;PARQUE ROMANCE ;AVENIDA ALFREDO RAVANELI, N. 3409, Apto 407, BL 05 ;94.623,28;155.000,00;38.96;Não;Apartamento, 103.07 de área total, 46.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420855869
 1444419774893 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA ITAJUBA, N. 1161, Apto 23, BL B ;94.012,81;154.000,00;38.96;Não;Apartamento, 42.96 de área total, 42.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419774893
 10220687 ;SP ;RIBEIRAO PRETO ;JARDIM HELENA ;AVENIDA ALFREDO RAVANELI, N. 3409, Apto 203, BL 01 ;94.623,28;155.000,00;38.96;Não;Apartamento, 0.00 de área total, 47.54 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10220687
 8787714916165 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA OLIVIA MARIA DE JESUS, N. 1900, Apto 403, TORRE 5 ;183.691,35;300.000,00;38.77;Não;Apartamento, 111.50 de área total, 58.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714916165
 8787715794411 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA OLIVIA MARIA DE JESUS, N. 1900, Apto 203, TORRE 3 ;196.926,52;321.615,34;38.77;Não;Apartamento, 111.55 de área total, 58.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715794411
 8787715357364 ;SP ;RIBEIRAO PRETO ;CHACARAS PEDRO CORREA DE CARVALHO ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 6050, Apto 2203, TORRE 1 ;189.814,40;310.000,00;38.77;Não;Apartamento, 122.50 de área total, 56.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715357364
 1444407230850 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA BONFIM, N. 1047, Apto 406, BL 05 ;101.904,73;165.000,00;38.24;Não;Apartamento, 102.82 de área total, 49.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407230850
 8444410998487 ;SP ;RIBEIRAO PRETO ;VILA ABRANCHES ;RUA FELICIANO ALVES FARIA, N. 311, Apto 202, BL 3 VG 87 ;109.315,98;177.000,00;38.24;Não;Apartamento, 127.91 de área total, 46.67 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410998487
 8444406041904 ;SP ;RIBEIRAO PRETO ;VILA VIRGINIA ;RUA PAULO DE FRONTIM, N. 2005, Apto 12, BL C TR 5 PAV 2 ;108.080,77;175.000,00;38.24;Não;Apartamento, 49.42 de área total, 42.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406041904
 1444413390481 ;SP ;RIBEIRAO PRETO ;ALTO DA BOA VISTA ;RUA GARIBALDI, N. 3009, ;736.077,62;1.190.000,00;38.15;Não;Casa, 651.21 de área total, 651.21 de área privativa, 690.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 3 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413390481
 1444416333470 ;SP ;RIBEIRAO PRETO ;CENTRO ;RUA CERQUEIRA CESAR, N. 1070, Apto 12, ;838.864,95;1.350.000,00;37.87;Sim;Apartamento, 580.21 de área total, 486.90 de área privativa, 0.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 2 sala(s), DCE, cozinha, 3 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416333470
 1444406403018 ;SP ;RIBEIRAO PRETO ;CAMPOS ELISEOS ;RUA VICENTE GOLFETO, N. 251, Apto 61, TORRE 1 - ED SÃO PAULO ;120.219,85;191.000,00;37.06;Não;Apartamento, 106.64 de área total, 58.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406403018
 1787702826605 ;SP ;RIBEIRAO PRETO ;PARQUE DAS OLIVEIRAS II ;RUA ELYSALDO GOES, N. 105, Apto 1201, TORRE 4 ;138.473,13;220.000,00;37.06;Não;Apartamento, 103.45 de área total, 48.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702826605
 1787701079172 ;SP ;RIBEIRAO PRETO ;SANTA IRIA ;R FRANCISCA CANDIDA PIMENTA, N. 215, LT 1, QD 18 ;139.731,97;222.000,00;37.06;Não;Casa, 44.16 de área total, 44.16 de área privativa, 218.08 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701079172
 1787701690530 ;SP ;RIBEIRAO PRETO ;SANTA IRIA ; RUA FRANCISCO SIMÃO RODRIGUES, N. 45, QD 18 LT 34 ;135.326,01;215.000,00;37.06;Não;Casa, 44.16 de área total, 44.16 de área privativa, 218.08 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701690530
 10283571 ;SP ;RIBEIRAO PRETO ;JARDIM BOTANICO ;AVENIDA WLADIMIR MEIRELLES FERREIRA, N. 1660, SL 410 ;293.164,58;460.000,00;36.27;Sim;Sala, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10283571
 10279389 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA HAITI, N. 20, QD 120, LT 18 ;305.910,86;480.000,00;36.27;Não;Casa, 0.00 de área total, 128.15 de área privativa, 162.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), DCE, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10279389
 10279390 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA DAS CHUVAS DE OURO, N. 00, QD 27, LT 02 ;567.209,73;890.000,00;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 401.87 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10279390
 1444415293181 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA YOSHIMI YAMAMURA, N. 145, LT 01 QD 04 ;198.025,94;310.719,44;36.27;Sim;Casa, 94.00 de área total, 94.00 de área privativa, 214.84 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415293181
 8555537372892 ;SP ;RIBEIRAO PRETO ;RECANTO DAS PALMEIRAS ;ESTRADA MUNICIPAL - RPR432, N. 100, Apto 23, TORRE 06 BL A ;86.502,73;130.000,00;33.46;Não;Apartamento, 88.89 de área total, 42.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537372892
 8787702918389 ;SP ;RIBEIRAO PRETO ;VALENTINA FIGUEIREDO ;RUA TITO BONAGAMBA, N. 350, Apto 02, TORRE 02 BL C ;126.923,82;184.000,00;31.02;Não;Apartamento, 89.34 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702918389
 8787714770438 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 605, Apto 401, BL 06 ;117.896,71;160.000,00;26.32;Não;Apartamento, 79.93 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714770438
 8787706027896 ;SP ;RIBEIRAO PRETO ;JARDIM JOSE WILSON TONI ;RUA DOUTOR GALDOS ANGULO, N. 600, Apto 04, BL B TORRE 07 ;104.543,18;135.000,00;22.57;Não;Apartamento, 82.58 de área total, 42.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706027896
 8787717085787 ;SP ;RIBEIRAO PRETO ;QUINTINO FACCI II ;AVENIDA GENERAL EUCLYDES DE FIGUEIREDO, N. 1655, Apto 34, TORRE 08 BL A ;112.294,00;140.000,00;19.79;Não;Apartamento, 104.17 de área total, 42.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717085787
 8555537394365 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL JEQUITIBA ;AVENIDA PROFESSORA EDUL RANGEL RABELLO, N. 405, Apto 102, BL 39 ;137.280,98;167.000,00;17.80;Não;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537394365
 8787716260070 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 400, Apto 105, BL 02 ;187.570,47;225.000,00;16.64;Não;Apartamento, 110.07 de área total, 60.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716260070
 8787719464270 ;SP ;RIBEIRAO PRETO ;RECREIO DAS ACACIAS ;RUA MINORU MIZUTANI, N. 850, Apto 903, ;231.334,68;275.475,86;16.03;Não;Apartamento, 101.01 de área total, 47.91 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719464270
 8787720479979 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 925, Apto 403, BL 07 ;151.119,33;175.000,00;13.65;Não;Apartamento, 64.25 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720479979
 8787709661642 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 605, Apto 101, BL 19 ;122.925,39;138.000,00;10.93;Não;Apartamento, 106.63 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709661642
 8787705151852 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA JOAO GUIMARAES ROSA, N. 65, Apto 01, BL F TORRE 01 ;136.347,93;151.000,00;9.71;Não;Apartamento, 97.19 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705151852
 8787716894908 ;SP ;RIBEIRAO PRETO ;CHACARAS PEDRO CORREA DE CARVALHO ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 6050, Apto 302, TORRE 05 ;241.361,95;264.000,00;8.58;Não;Apartamento, 122.50 de área total, 56.33 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716894908
 8444428398562 ;SP ;RIBEIRAO PRETO ;JARDIM MARIA GORETTI ;RUA PAULO DE FRONTIM, N. 2005, Apto 12, TORRE 02 BL D ;153.020,12;160.000,00;4.37;Não;Apartamento, 49.42 de área total, 42.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428398562
 8787717471849 ;SP ;RIBEIRAO PRETO ;PARQUE DAS OLIVEIRAS II ;RUA ELYSALDO GOES, N. 105, Apto 601, TORRE 02 ;229.066,22;234.614,48;2.37;Não;Apartamento, 103.45 de área total, 48.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717471849
 8787713839337 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 605, Apto 404, BL 17 ;137.848,77;138.000,00;0.11;Não;Apartamento, 93.63 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713839337
 8555540138269 ;SP ;RIBEIRAO PRETO ;VITTA RECANTO DAS PA ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 1, TORRE 3 BL E ;155.000,00;155.000,00;0.00;Não;Apartamento, 101.48 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540138269
 8555539823654 ;SP ;RIBEIRAO PRETO ;CAMPOS ELISEOS ;RUA SAO PAULO, N. 2570, Apto 62, ;225.000,00;225.000,00;0.00;Não;Apartamento, 88.22 de área total, 49.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539823654
 1555536455494 ;SP ;RIBEIRAO PRETO ;ALTO DA BOA VISTA ;AVENIDA EDUARDO LOPES DA SILVA, N. 349, LOTE 5, QUADRA 85 ;1.060.000,00;1.060.000,00;0.00;Sim;Casa, 0.00 de área total, 293.29 de área privativa, 384.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555536455494
 8444437285538 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA ALVARO DE LACERDA CHAVES, N. 1191, Apto 14, BL 04 ;162.000,00;162.000,00;0.00;Não;Apartamento, 0.00 de área total, 48.66 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437285538
 8555538878250 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 4635, Apto 03, TORRE 3 BLOCO C ;152.561,51;152.561,51;0.00;Não;Apartamento, 86.88 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538878250
