
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787718857767 ;SP ;JARDINOPOLIS ;DESMEMBRAMENTO CASTILHANO ;RUA VICE-PREFEITO OCTAVIANO RIUL, N. 593, CASA 25 ;129.948,90;215.000,00;39.56;Não;Casa, 130.97 de área total, 62.94 de área privativa, 62.94 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718857767
 1444422296310 ;SP ;JARINU ;CAETETUBA ;ESTRADA DA SERVIDAO, N. SN, GLEBA 36 ;2.120.104,00;680.000,00;0.00;Não;Gleba, 0.00 de área total, 0.00 de área privativa, 24626.75 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422296310
 1444421385408 ;SP ;JAU ;JARDIM BELA VISTA ;RUA DOZE DE OUTUBRO, N. SN, ;243.340,62;381.822,00;36.27;Não;Casa, 306.07 de área total, 306.07 de área privativa, 250.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421385408
 1444422855980 ;SP ;JAU ;JARDIM ORLANDO CHESINI OMETTO ;RUA ANTONIO PEREIRA CAMPANHA, N. 22, LT 02 QD 12 ;212.862,98;334.000,00;36.27;Sim;Casa, 108.60 de área total, 53.60 de área privativa, 142.62 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422855980
 8117460923719 ;SP ;JOSE BONIFACIO ;TERRA NOSTRA ; ALAMEDA DOS SABIÁS, N. 365, LT 25 QD X ;208.000,00;208.000,00;0.00;Não;Casa, 57.37 de área total, 57.37 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8117460923719
 8787715809281 ;SP ;JOSE BONIFACIO ;RESIDENCIAL VITORIA ; R ANTONIA DE JESUS MARAFON, N. 125, LT 04, QD X ;156.647,10;150.000,00;0.00;Não;Casa, 56.00 de área total, 56.00 de área privativa, 173.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715809281
 1444408352348 ;SP ;JOSE BONIFACIO ;JOSE BONIFACIO ; RUA JESUS BATISTA DE CARVALHO, N. 90, LT 05 ;166.210,70;154.000,00;0.00;Não;Casa, 59.00 de área total, 59.00 de área privativa, 242.05 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408352348
 8787717831829 ;SP ;JUNDIAI ;VILA RIO BRANCO ;AVENIDA ARMANDO MARIANO DE PONTES, N. 10, Apto 4, TORRE 5 ;263.520,79;430.375,39;38.77;Não;Apartamento, 107.83 de área total, 54.26 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717831829
 8555511149720 ;SP ;JUNDIAI ;LOTEAMENTO PARQUE INDUSTRIAL ;AVENIDA JOSE BENASSI, N. 2268, Apto 23, BLOCO  04 ;159.199,17;260.000,00;38.77;Não;Apartamento, 78.20 de área total, 54.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555511149720
 10276421 ;SP ;JUNDIAI ;PARQUE BRASILIA ;RUA FAUSTO SILVEIRA PIRES, N. 46, QD N, LT 06 ;780.710,02;1.225.000,00;36.27;Sim;Casa, 0.00 de área total, 156.00 de área privativa, 250.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10276421
 1444419124112 ;SP ;JUNDIAI ;CHACARA MALOTA ;RUA DO MANACA, N. 170, Nº 11, QUADRA J ;2.358.062,91;3.700.000,00;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419124112
 8787710257396 ;SP ;JUNDIAI ;JARDIM DANUBIO ;AVENIDA ANTONIO FREDERICO OZANAN, N. 2311, Apto 1102, TORRE 02, 11º PAV ;333.400,00;333.400,00;0.00;Não;Apartamento, 46.25 de área total, 46.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710257396
 8555537261136 ;SP ;JUNDIAI ;JARDIM TAMOIO ;AVENIDA SIDNEY MAZZONI, N. 2300, Apto 116, BL C PAV 11 ;365.000,00;365.000,00;0.00;Não;Apartamento, 117.50 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537261136
 1444415436195 ;SP ;JUNDIAI ;VILA NAMBI ;RUA ANGELO CORRADINI, N. 400, Apto 51, TR 03 ;533.491,18;496.000,00;0.00;Não;Apartamento, 171.65 de área total, 71.19 de área privativa, 0.00 de área do terreno,  1 qto(s), 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415436195
 8787702190814 ;SP ;JUNDIAI ;RIO ABAIXO ;AVENIDA DANIEL PELLIZZARI, N. 3475, Apto 103, BL 01 ;257.815,47;232.000,00;0.00;Não;Apartamento, 43.72 de área total, 43.72 de área privativa, 0.00 de área do terreno,  1 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702190814
 8444412239567 ;SP ;JUNDIAI ;CECAP ;RUA ANTONIO GRACIADIO, N. 40, Apto C-22, BL B, 2º ANDAR ;312.445,50;270.000,00;0.00;Não;Apartamento, 108.65 de área total, 64.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412239567
 8555527648780 ;SP ;JUNDIAI ;RECANTO QUARTO CENTENARIO ;AVENIDA RESERVA DO JAPY, N. 550, Apto 401, BL 05 ;342.121,71;266.300,00;0.00;Não;Apartamento, 0.00 de área total, 50.56 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527648780
 1555528317606 ;SP ;JUNDIAI ;JARDIM PLANALTO ;RUA ALFREDO RODRIGUES DE OLIVEIRA, N. 107,  LT 15 QD D ;1.059.909,00;751.000,00;0.00;Não;Comercial, 325.00 de área total, 325.00 de área privativa, 325.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555528317606
 1444421167206 ;SP ;JUNDIAI ;LOTEAMENTO FAZENDA SANTA ISABEL ;AVENIDA ABRAO BIROLIN, N. 841, LT 11. QD R ;2.164.833,20;480.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 1013.34 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421167206
 8787714222740 ;SP ;LEME ;JARDIM DO SOL ;RUA MARIA FERCEM, N. 232, Apto 304, TORRE 13 ;209.420,45;211.240,15;0.87;Não;Apartamento, 122.12 de área total, 52.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714222740
 8787701941441 ;SP ;LEME ;JARDIM ANGELICA I ;RUA WALDOMIRO BARBOZA, N. 227, LOTE 08 QUADRA C ;110.000,00;110.000,00;0.00;Não;Prédio, 42.00 de área total, 42.02 de área privativa, 154.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701941441
 8555535592291 ;SP ;LEME ;JARDIM EMPYREO ;RUA CONSTANTINO PAROLIN, N. 1124, ;197.000,00;197.000,00;0.00;Não;Casa, 49.62 de área total, 49.62 de área privativa, 154.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535592291
 8787712902922 ;SP ;LEME ;JARDIM DO SOL ;RUA MARIA FERCEM, N. 232, Apto 202, TIPO I - TORRE 8, 2º PAV ;259.733,40;190.000,00;0.00;Não;Apartamento, 122.12 de área total, 52.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712902922
 10219731 ;SP ;LENCOIS PAULISTA ;CENTRO ;RUA CORONEL JOAQUIM ANSELMO MARTINS, N. 194 ;541.859,82;850.223,85;36.27;Sim;Casa, 0.00 de área total, 379.11 de área privativa, 421.20 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10219731
 8787719167829 ;SP ;LENCOIS PAULISTA ;JARDIM YVONE ;RUA MARIA TEREZINHA DIEGOLI MORETTO, N. 260, ;194.484,30;190.000,00;0.00;Não;Casa, 43.30 de área total, 43.30 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719167829
 8444435172310 ;SP ;LIMEIRA ;RESIDENCIAL RUBI ;RUA ALBERTO FAUSTINO, N. 42, Apto 41, BL 10 ;100.741,08;170.000,00;40.75;Não;Apartamento, 0.00 de área total, 45.83 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435172310
 8787715406250 ;SP ;LIMEIRA ;CHACARAS ANTONIETA ;RUA FABIO FRANCO DE OLIVEIRA, N. 150, Apto 64, BL 02 ;148.855,51;243.107,00;38.77;Sim;Apartamento, 105.97 de área total, 56.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715406250
 8787716941795 ;SP ;LIMEIRA ;FAZENDA DUAS BARRAS ;AVENIDA PEDRO PERISSOTTO, N. 2351, Apto 302, BL 23 VG 126 ;152.463,82;249.000,00;38.77;Sim;Apartamento, 91.98 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716941795
 8444412335256 ;SP ;LIMEIRA ;VILA CLAUDIA ;RUA JOAQUIM RODRIGUES DE OLIVEIRA, N. 564, ;200.942,09;315.295,12;36.27;Não;Casa, 119.85 de área total, 119.85 de área privativa, 135.62 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412335256
 8555538034818 ;SP ;LIMEIRA ;RESIDENCIAL RUBI ;RUA SEBASTIAO TEIXEIRA, N. 110, Apto 31, BL 03 ;220.000,00;220.000,00;0.00;Não;Apartamento, 0.00 de área total, 47.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538034818
 8787713963895 ;SP ;LIMEIRA ;ROSEIRA ;AVENIDA DOUTOR LAURO CORREA DA SILVA, N. 3230, Apto 61, TORRE 01 ;307.000,00;307.000,00;0.00;Não;Apartamento, 94.91 de área total, 50.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713963895
 8787713481602 ;SP ;LIMEIRA ;RESIDENCIAL JARDINS DE LIMEIRA ;RUA ANTONIO BAGNOLI, N. 930, Apto 52, 5º PAV, BL G ;250.000,00;250.000,00;0.00;Não;Apartamento, 56.62 de área total, 48.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713481602
 1444419717458 ;SP ;LIMEIRA ;JARDIM OLGA VERONI ;RUA ORLANDO MODOLO, N. 1315, LT 41, QD D ;208.157,90;200.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419717458
 8787713210021 ;SP ;LINS ;RESIDENCIAL DALGINA RODRIGUES DA GRELA ;RUA AMILCAR TOBIAS, N. 490, LT 05 QD K ;84.892,14;145.000,00;41.46;Não;Casa, 43.85 de área total, 43.85 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713210021
 8787716808688 ;SP ;LINS ;CONJUNTO HABITACIONAL ANA CAROLINA ;RUA DANTE JORDANI, N. 1599, ;97.778,11;165.000,00;40.75;Não;Casa, 48.81 de área total, 48.81 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716808688
 8444409443132 ;SP ;LINS ;JARDIM BOM VIVER IV ;RUA DR ARMANDO AOKI GENSHIRO, N. 11, ;127.772,93;203.000,00;37.06;Não;Casa, 62.74 de área total, 128.25 de área privativa, 212.62 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409443132
 8444421804760 ;SP ;LUIS ANTONIO ;PARQUE DO MIRANTE ;RUA ALEXANDRE BELCHIOR, N. 460, CS 12 QD 27 ;145.000,00;145.000,00;0.00;Não;Casa, 50.08 de área total, 50.08 de área privativa, 156.35 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421804760
 1444421090645 ;SP ;MAIRIPORA ;CUMBARI ;ALAMEDA DOS PINTASSILGOS, N. SN, LT 7 QD F GLEBA 2 ;242.179,43;400.000,00;39.46;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 1125.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421090645
 1444418094201 ;SP ;MAIRIPORA ;CANJICA (TERRA PRETA) ;RUA QUATRO, N. SN, LT 28 QD 6 GLEBA A ;517.519,66;110.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 140.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418094201
 8444428869816 ;SP ;MARILIA ;CONJUNTO HABITACIONAL PAULO LUCIO NOGUEI ;RUA RAIMUNDO GONCALVES FERREIRA ANTIGA RUA 01, N. 120, Apto 11G3, 1 ANDAR BL G3 ;30.369,92;68.500,00;55.67;Não;Apartamento, 0.00 de área total, 45.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428869816
 1444419694946 ;SP ;MARILIA ;VILA REAL ;RUA DOMINGOS JORGE VELHO, N. 733, Apto 789,  BLOCO-07 ;65.698,35;130.000,00;49.47;Não;Apartamento, 0.00 de área total, 45.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419694946
 10211901 ;SP ;MARILIA ;RESIDENCIAL PORTAL DA SERRA ;AVENIDA SABIA, N. SN, QD 13, LT 04 ;238.584,85;427.839,78;44.24;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 1702.07 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10211901
 8444425414281 ;SP ;MARILIA ;CONJUNTO HABITACIONAL PAULO LUCIO NOGUEI ;RUA MARIO BATAIOLA, N. 501, Apto 41, BL L2 ;32.530,99;56.000,00;41.91;Não;Apartamento, 45.46 de área total, 45.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425414281
 8444434626369 ;SP ;MARILIA ;RESIDENCIAL VIDA NOVA MARACA (PADRE NOBR ;RUA ORLY LUIZ LIVERO, N. 224, ;193.120,83;332.000,00;41.84;Sim;Casa, 79.82 de área total, 59.82 de área privativa, 231.09 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434626369
 8444434526550 ;SP ;MARILIA ;JARDIM TEOTONIO VILELA ;RUA PEDRO CHARUTO, N. 63, Apto 403, BL 04 ;87.819,45;150.000,00;41.46;Não;Apartamento, 48.68 de área total, 45.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434526550
 8444435384016 ;SP ;MARILIA ;RESIDENCIAL PROFESSOR LUIZ ROSSI (PADRE ;RUA GERSON RIBEIRO, N. 189, LOTE 28 QUADRA K ;123.753,66;210.000,00;41.07;Não;Casa, 45.47 de área total, 45.47 de área privativa, 166.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435384016
 8787704717550 ;SP ;MARILIA ;RESIDENCIAL DELAZIR APPARECIDA CIGANO HE ;RUA DORACI DE OLIVEIRA CARVALHO, N. 44, QD H LT 15 ;113.068,80;191.868,67;41.07;Não;Casa, 42.57 de área total, 42.57 de área privativa, 144.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704717550
 8444424171016 ;SP ;MARILIA ;CONJUNTO HABITACIONAL PAULO LUCIO NOGUEI ;RUA RAIMUNDO GONCALVES FERREIRA, N. 120, Apto 03D3, BL D3 ;45.489,47;77.000,00;40.93;Não;Apartamento, 52.13 de área total, 45.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424171016
 8444435490606 ;SP ;MARILIA ;CONJ RES SAN REMO ;AVENIDA DOUTOR HERCULES GALLETTI, N. 382, Apto 103, BL 05 ;95.833,95;161.719,24;40.75;Não;Apartamento, 49.38 de área total, 44.26 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435490606
 8787712339454 ;SP ;MARILIA ;JARDIM MARINA ;RUA DALVA RIBEIRO FARTO, N. 76, LOTE 8 QUADRA M ;103.704,06;175.000,00;40.75;Não;Casa, 45.59 de área total, 45.59 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712339454
 8444430454903 ;SP ;MARILIA ;JARDIM CALIFORNIA ;AVENIDA DOUTOR HERCULES GALLETTI, N. 382, Apto 304, BL 16 ;95.833,95;161.719,24;40.75;Não;Apartamento, 49.38 de área total, 44.26 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430454903
 8444433955636 ;SP ;MARILIA ;JARDIM CALIFORNIA ;AVENIDA DOUTOR HERCULES GALLETTI, N. 321-A, Apto 302, 3º PAVIMENTO BLOCO 02 ;103.111,46;174.000,00;40.75;Não;Apartamento, 94.61 de área total, 44.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433955636
 8787710787174 ;SP ;MARILIA ;JARDIM CALIFORNIA ;RUA ABS YASBEK, N. 162, Apto 202, BL 04 ;97.778,11;165.000,00;40.75;Não;Apartamento, 87.17 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710787174
 8787716538729 ;SP ;MARILIA ;JARDIM CALIFORNIA ;RUA ABS YASBEK, N. 162, Apto 101, BL 25 TÉRREO VG 369 ;104.533,69;176.400,00;40.75;Não;Apartamento, 75.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716538729
 8444427050422 ;SP ;MARILIA ;PROFESSORA LILIANA DE SOUSA GONZAGA ;RUA MIGUEL MORIJO NETTO, N. 221, LT 18 QD O ;106.667,03;180.000,00;40.75;Não;Casa, 37.20 de área total, 37.20 de área privativa, 182.41 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427050422
 8787714173286 ;SP ;MARILIA ;ANTENOR BARION ;RUA PAULO ALVES DAMACENO, N. 90, Apto 404, BL 07 VG 175 ;106.667,03;180.000,00;40.75;Não;Apartamento, 86.58 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714173286
 8787714402170 ;SP ;MARILIA ;ANTENOR BARION ;RUA PAULO ALVES DAMACENO, N. 90, Apto 102, BL 03 VG 181 VG MOTO 04 ;100.741,08;170.000,00;40.75;Não;Apartamento, 82.96 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714402170
 8787717386051 ;SP ;MARILIA ;ANTENOR BARION ;RUA PAULO ALVES DAMACENO, N. 90, Apto 404, BL 11 VG 116 ;104.000,35;175.500,00;40.75;Não;Apartamento, 82.83 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717386051
 8787718193052 ;SP ;MARILIA ;ANTENOR BARION ;RUA PAULO ALVES DAMACENO, N. 90, Apto 301, BL 10 ;106.667,03;180.000,00;40.75;Não;Apartamento, 80.82 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718193052
 8787718870321 ;SP ;MARILIA ;ANTENOR BARION ;RUA PAULO ALVES DAMACENO, N. 90, Apto 201, PAV 02, BL 11, BG 108 ;102.518,87;173.000,00;40.75;Não;Apartamento, 80.82 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718870321
